,accommodates,bedrooms,bathrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews
9006,2,1.0,1.0,1.0,$650.00,2,21,37
9007,3,1.0,1.0,1.0,$447.00,1,1125,1
9008,3,1.0,1.0,1.0,$401.00,1,1125,0
9009,2,1.0,1.0,1.0,$539.00,2,30,20
9010,4,2.0,1.0,2.0,$525.00,3,1125,0
9011,2,1.0,1.0,3.0,$598.00,2,1125,28
9012,2,0.0,1.0,2.0,$499.00,3,7,26
9013,5,2.0,1.0,4.0,$670.00,4,1125,0
9014,10,5.0,2.0,9.0,"$2,200.00",2,10,32
9015,2,1.0,1.0,1.0,$644.00,2,1125,43
9016,4,2.0,1.0,3.0,$499.00,2,8,4
9017,3,1.0,1.0,2.0,$598.00,2,30,33
9018,2,1.0,1.0,1.0,$801.00,3,1125,19
9019,4,1.0,1.0,1.0,$696.00,4,1124,22
9020,2,1.0,1.0,1.0,$368.00,3,55,75
9021,4,2.0,1.0,2.0,$801.00,2,1125,6
9022,4,2.0,1.0,2.0,$801.00,3,1125,13
9023,6,3.0,1.0,3.0,$703.00,1,1125,3
9024,2,1.0,1.5,1.0,$250.00,2,1125,0
9025,2,1.0,1.0,1.0,$775.00,2,1125,22
9026,6,2.0,1.0,6.0,$676.00,7,1125,3
9027,4,2.0,1.0,2.0,$703.00,4,1125,6
9028,2,1.0,1.0,1.0,$578.00,2,1125,27
9029,2,1.0,1.0,1.0,$440.00,5,1125,10
9030,2,0.0,1.0,1.0,$499.00,1,1125,3
9031,3,1.0,1.0,1.0,$361.00,1,1125,1
9032,2,1.0,1.0,1.0,$598.00,4,1125,2
9033,4,2.0,1.0,2.0,$952.00,2,10,2
9034,4,1.0,1.0,3.0,$847.00,20,1125,13
9035,2,1.0,1.0,2.0,$552.00,2,21,9
9036,4,2.0,1.0,2.0,$801.00,3,14,3
9037,2,1.0,1.0,2.0,$801.00,2,1125,8
9038,2,1.0,1.0,1.0,$742.00,5,1125,5
9039,6,3.0,1.0,6.0,$650.00,4,1125,7
9040,1,1.0,1.0,1.0,$158.00,2,10,9
9041,4,2.0,1.0,3.0,"$1,051.00",2,1125,14
9042,2,1.0,1.0,1.0,$493.00,3,1125,6
9043,2,1.0,1.0,1.0,$493.00,2,1125,2
9044,6,4.0,1.0,4.0,"$1,399.00",5,1125,0
9045,4,2.0,1.0,2.0,$801.00,1,1125,2
9046,6,3.0,1.0,6.0,$926.00,6,1125,3
9047,2,1.0,1.0,1.0,$598.00,2,1125,17
9048,3,1.0,1.0,1.0,$401.00,5,1125,1
9049,2,1.0,1.0,1.0,$493.00,4,1125,1
9050,2,1.0,1.0,2.0,$722.00,1,1125,0
9051,2,0.0,1.0,1.0,$355.00,5,15,0
9052,4,2.0,1.0,2.0,$650.00,3,14,5
9053,2,1.0,1.0,1.0,$414.00,1,10,56
9054,3,2.0,1.0,2.0,$696.00,2,1125,13
9055,3,2.0,1.0,3.0,$828.00,3,30,29
9056,3,1.0,1.0,2.0,$998.00,2,1125,4
9057,2,1.0,1.0,1.0,$598.00,5,1125,8
9058,2,1.0,1.0,1.0,$552.00,2,1125,8
9059,2,1.0,1.0,1.0,$795.00,2,1125,7
9060,4,2.0,1.0,3.0,"$1,149.00",3,1125,29
9061,5,3.0,1.5,4.0,$703.00,3,31,12
9062,6,1.0,1.0,2.0,$847.00,2,4,3
9063,3,1.0,1.0,2.0,$782.00,2,1125,8
9064,4,2.0,1.0,4.0,$900.00,3,8,19
9065,4,2.0,1.0,3.0,"$1,202.00",3,21,64
9066,3,1.0,1.0,2.0,$952.00,2,4,10
9067,2,3.0,0.5,3.0,"$2,239.00",2,1125,9
9068,5,2.0,1.5,3.0,$650.00,1,1125,0
9069,5,2.0,1.0,3.0,$571.00,5,1125,3
9070,2,0.0,1.0,1.0,$401.00,3,1125,12
9071,4,1.0,1.0,1.0,$473.00,1,1125,0
9072,8,3.0,1.5,8.0,"$1,346.00",3,1125,7
9073,2,1.0,1.0,1.0,$847.00,2,1125,8
9074,5,2.0,1.0,5.0,$998.00,1,1125,0
9075,2,1.0,1.0,1.0,$801.00,3,1125,35
9076,3,1.0,1.5,1.0,$749.00,6,1125,6
9077,3,1.0,1.0,1.0,$749.00,2,14,4
9078,4,1.0,1.0,2.0,"$1,103.00",3,1125,18
9079,4,2.0,1.0,2.0,$952.00,2,10,6
9080,2,1.0,1.0,1.0,$650.00,7,1125,6
9081,5,3.0,1.5,3.0,"$1,300.00",3,21,14
9082,2,1.0,1.0,1.0,$749.00,2,1125,3
9083,2,2.0,1.0,2.0,$690.00,7,1125,14
9084,5,2.0,1.5,5.0,"$1,569.00",2,1125,4
9085,2,1.0,1.0,1.0,$696.00,2,1125,31
9086,2,1.0,1.0,1.0,$795.00,2,1125,23
9087,2,1.0,1.0,1.0,$801.00,2,20,40
9088,5,2.0,2.0,3.0,"$1,300.00",7,1125,0
9089,2,1.0,0.5,1.0,$749.00,3,1125,11
9090,2,1.0,1.0,1.0,$447.00,1,1125,11
9091,2,1.0,1.0,1.0,$296.00,2,5,30
9092,5,3.0,1.0,5.0,$900.00,3,14,3
9093,6,4.0,1.0,6.0,$801.00,4,1125,6
9094,5,3.0,1.0,5.0,$795.00,4,1125,2
9095,2,1.0,1.0,2.0,$348.00,1,1125,16
9096,5,2.0,1.0,4.0,$900.00,1,1125,29
9097,3,1.0,1.0,2.0,$873.00,5,80,19
9098,1,1.0,1.0,1.0,$453.00,1,1125,0
9099,4,1.0,1.0,2.0,$834.00,3,30,41
9100,2,1.0,1.0,2.0,$453.00,2,1125,0
9101,5,2.0,1.0,3.0,$749.00,5,1125,1
9102,3,2.0,1.0,2.0,$808.00,4,1125,16
9103,4,2.0,1.0,3.0,$539.00,2,1125,2
9104,2,1.0,1.0,1.0,$499.00,1,1125,0
9105,2,1.0,1.0,1.0,$453.00,4,1125,7
9106,3,1.0,1.0,1.0,$801.00,2,1125,3
9107,3,1.0,1.0,1.0,$749.00,4,7,21
9108,2,1.0,1.0,1.0,$302.00,2,1125,1
9109,3,1.0,1.0,2.0,$598.00,5,1125,25
9110,4,2.0,1.0,3.0,$545.00,5,1125,4
9111,2,1.0,1.0,1.0,$598.00,3,45,86
9112,3,2.0,1.0,2.0,"$1,103.00",4,1125,9
9113,2,2.0,1.0,4.0,$598.00,5,1125,26
9114,5,3.0,1.5,3.0,$972.00,5,21,4
9115,2,1.0,1.0,1.0,$269.00,3,1125,2
9116,2,1.0,1.0,1.0,$328.00,4,1125,2
9117,2,1.0,1.0,1.0,$998.00,2,1125,35
9118,2,1.0,1.0,1.0,$401.00,2,1125,12
9119,6,3.0,1.0,4.0,"$1,202.00",3,1125,23
9120,4,2.0,1.0,2.0,$493.00,2,1125,57
9121,3,1.0,1.0,1.0,$598.00,3,1125,3
9122,5,2.0,1.0,2.0,$847.00,4,20,2
9123,1,1.0,1.0,1.0,$210.00,2,1125,5
9124,2,1.0,1.0,1.0,$598.00,3,1125,24
9125,2,1.0,1.0,1.0,$453.00,2,1125,6
9126,4,1.0,1.0,1.0,$598.00,5,11,1
9127,2,1.0,1.0,1.0,$650.00,2,1125,2
9128,4,3.0,1.0,4.0,"$1,274.00",7,14,6
9129,6,2.0,1.0,2.0,$722.00,3,1125,0
9130,4,2.0,1.0,2.0,"$1,005.00",3,1125,18
9131,4,2.0,1.0,2.0,"$1,097.00",3,15,20
9132,2,1.0,1.0,2.0,$407.00,1,1125,16
9133,2,1.0,1.0,1.0,$302.00,2,1123,112
9134,2,1.0,1.0,1.0,$453.00,1,1125,3
9135,2,1.0,1.0,1.0,$992.00,7,1125,2
9136,4,2.0,1.0,2.0,$696.00,2,100,26
9137,2,1.0,1.0,1.0,$755.00,1,31,44
9138,4,0.0,1.0,2.0,"$1,162.00",1,1125,49
9139,2,1.0,1.0,1.0,$315.00,1,1125,1
9140,6,4.0,2.0,4.0,"$1,149.00",4,1125,0
9141,2,1.0,1.0,1.0,$749.00,3,14,12
9142,4,1.0,1.0,4.0,$952.00,1,100,33
9143,2,1.0,1.0,1.0,$348.00,3,1125,1
9144,6,3.0,2.5,6.0,"$2,003.00",4,16,27
9145,4,3.0,1.0,3.0,$598.00,3,1125,9
9146,3,2.0,1.0,1.0,$762.00,1,1125,18
9147,2,1.0,1.5,1.0,"$1,451.00",2,8,40
9148,4,3.0,1.5,3.0,$795.00,5,13,0
9149,9,4.0,1.5,4.0,"$2,502.00",5,14,0
9150,5,2.0,1.0,3.0,$900.00,4,1125,4
9151,6,4.0,2.0,4.0,$893.00,2,1125,15
9152,4,2.0,1.0,2.0,$801.00,3,30,9
9153,2,1.0,1.0,1.0,$703.00,2,1125,54
9154,4,2.0,1.0,2.0,$893.00,3,1125,1
9155,3,1.0,1.0,1.0,$676.00,3,1125,8
9156,2,1.0,1.0,1.0,$296.00,1,1125,1
9157,2,2.0,1.0,2.0,$998.00,5,1125,15
9158,2,1.0,1.0,1.0,$703.00,2,1125,32
9159,4,2.0,1.0,4.0,$900.00,3,1125,7
9160,5,2.0,1.0,2.0,$992.00,2,1125,5
9161,4,3.0,1.0,4.0,$952.00,4,1125,21
9162,4,2.0,1.0,2.0,"$1,281.00",3,1125,7
9163,3,1.0,1.0,1.0,$703.00,2,14,4
9164,8,4.0,1.5,5.0,"$1,747.00",7,20,2
9165,2,1.0,1.0,1.0,$801.00,7,14,1
9166,2,1.0,1.0,1.0,$453.00,3,1125,4
9167,2,1.0,1.0,1.0,$296.00,3,1125,4
9168,5,3.0,1.0,5.0,$801.00,2,90,7
9169,6,3.0,1.0,4.0,"$2,147.00",3,1125,21
9170,1,1.0,1.0,1.0,$348.00,1,10,125
9171,2,1.0,1.0,1.0,"$1,202.00",2,1125,265
9172,4,3.0,1.0,3.0,"$1,195.00",7,1125,1
9173,4,1.0,1.0,1.0,$952.00,4,1125,0
9174,1,1.0,1.0,1.0,$749.00,3,90,8
9175,4,1.0,1.0,2.0,$401.00,1,1125,6
9176,4,2.0,1.0,2.0,"$1,497.00",2,1125,1
9177,4,2.0,0.0,2.0,$749.00,1,1125,0
9178,2,1.0,1.0,1.0,$453.00,1,1125,0
9179,2,1.0,1.0,1.0,$453.00,1,1125,5
9180,3,1.0,1.0,1.0,$578.00,2,1125,2
9181,4,1.0,1.0,1.0,"$1,202.00",4,1125,10
9182,4,1.0,1.0,4.0,"$1,248.00",2,45,111
9183,3,3.0,1.0,2.0,$749.00,4,1125,2
9184,4,2.0,1.0,2.0,$703.00,1,1125,6
9185,3,1.0,1.0,2.0,$552.00,4,28,0
9186,2,1.0,1.0,2.0,$269.00,1,1125,0
9187,2,1.0,1.0,1.0,$204.00,1,1125,2
9188,4,2.0,1.5,2.0,"$1,195.00",2,1125,47
9189,3,1.0,1.0,2.0,$650.00,4,60,35
9190,2,1.0,1.0,1.0,$525.00,4,1122,14
9191,7,3.0,1.5,6.0,$952.00,4,14,2
9192,2,0.0,1.0,1.0,$499.00,4,1125,11
9193,5,3.0,1.0,5.0,"$1,051.00",3,23,21
9194,2,1.0,1.0,2.0,$598.00,4,1125,13
9195,6,4.0,2.0,4.0,"$1,202.00",3,7,7
9196,2,1.0,1.0,1.0,"$1,451.00",1,1125,5
9197,2,1.0,1.0,1.0,"$1,057.00",7,42,35
9198,5,3.0,1.0,3.0,$637.00,5,1125,1
9199,1,1.0,1.0,1.0,$302.00,2,1125,8
9200,4,1.0,1.0,1.0,$453.00,1,1125,2
9201,6,2.0,1.0,2.0,$493.00,1,1125,2
9202,4,2.0,1.0,3.0,$801.00,7,60,1
9203,2,1.0,1.0,1.0,$348.00,2,1125,4
9204,2,1.0,1.0,1.0,$795.00,1,1125,0
9205,1,1.0,1.0,1.0,$250.00,1,14,5
9206,3,2.0,1.0,2.0,$998.00,5,1125,3
9207,7,3.0,1.0,7.0,"$1,747.00",2,1125,14
9208,4,2.0,1.5,2.0,$952.00,2,1125,46
9209,2,1.0,1.0,1.0,$256.00,1,35,95
9210,2,1.0,1.0,1.0,$578.00,2,1125,13
9211,2,1.0,1.0,1.0,$578.00,3,1125,21
9212,3,1.0,1.0,3.0,$486.00,3,1125,67
9213,2,1.0,1.0,1.0,$552.00,2,1125,3
9214,2,1.0,1.0,1.0,$578.00,2,1125,104
9215,2,1.0,1.0,1.0,$499.00,2,10,18
9216,2,1.0,1.0,1.0,$407.00,3,1125,2
9217,2,1.0,1.0,1.0,$328.00,2,1125,83
9218,4,2.0,1.0,2.0,$499.00,3,110,11
9219,2,1.0,1.0,1.0,$749.00,3,1125,6
9220,2,2.0,1.0,1.0,$598.00,2,1125,33
9221,2,1.0,1.0,1.0,$282.00,2,1125,2
9222,3,1.0,1.0,1.0,$703.00,2,1125,20
9223,2,1.0,1.0,1.0,$348.00,2,7,6
9224,5,3.0,1.0,3.0,$847.00,4,1125,13
9225,4,2.0,2.0,2.0,"$1,300.00",2,12,0
9226,5,2.0,1.0,5.0,"$1,497.00",3,15,16
9227,3,2.0,1.0,2.0,$749.00,3,1125,3
9229,1,1.0,1.0,1.0,$348.00,2,90,9
9230,2,1.0,1.0,1.0,$407.00,4,50,48
9231,4,1.0,1.0,2.0,"$1,090.00",3,1125,81
9232,2,1.0,1.0,1.0,$302.00,1,1125,1
9233,2,1.0,1.0,1.0,$998.00,2,30,4
9234,7,3.0,2.0,7.0,"$1,313.00",5,1125,9
9235,2,1.0,1.0,1.0,$368.00,1,6,90
9236,4,1.0,1.0,2.0,$473.00,1,1125,5
9237,3,1.0,1.0,2.0,$676.00,4,13,13
9238,6,3.0,1.5,3.0,$781.00,2,1125,9
9239,4,2.0,1.0,2.0,"$1,399.00",5,1125,18
9240,2,1.0,1.0,1.0,$552.00,3,9,2
9241,2,1.0,1.0,2.0,$289.00,7,21,0
9242,4,2.0,1.0,2.0,"$1,051.00",3,1125,1
9243,4,1.0,1.0,4.0,"$1,097.00",2,21,6
9244,4,1.0,1.0,2.0,$650.00,4,16,11
9245,4,2.0,1.0,2.0,$900.00,3,1125,0
9246,4,2.0,1.0,2.0,$598.00,5,1125,13
9247,2,1.0,1.0,1.0,$578.00,1,1125,5
9248,5,4.0,1.5,3.0,"$1,300.00",5,1125,6
9249,3,2.0,1.0,2.0,$499.00,3,30,18
9250,2,1.0,1.0,1.0,$782.00,2,1125,4
9251,2,1.0,1.0,1.0,$670.00,2,1125,10
9252,5,3.0,1.5,4.0,$998.00,2,1125,1
9253,2,1.0,1.0,1.0,$361.00,3,1125,4
9254,2,1.0,1.0,1.0,$552.00,3,1125,12
9255,2,1.0,1.0,2.0,$703.00,7,1125,0
9256,5,2.0,1.0,2.0,$998.00,1,1125,0
9257,4,2.0,1.0,4.0,"$1,294.00",2,18,24
9258,4,2.0,1.0,2.0,$847.00,2,14,18
9259,5,2.0,1.0,2.0,$847.00,1,1125,0
9260,4,2.0,1.0,2.0,$749.00,3,1125,2
9261,4,2.0,1.0,4.0,$919.00,3,31,12
9262,2,1.0,1.0,1.0,$368.00,1,30,30
9263,2,1.0,1.0,1.0,$598.00,5,1125,0
9264,4,1.0,1.0,1.0,$742.00,2,10,28
9265,2,1.0,1.0,1.0,$801.00,3,30,14
9266,6,4.0,2.0,4.0,"$1,103.00",3,1125,14
9267,3,1.0,1.0,1.0,"$1,300.00",10,16,6
9268,6,3.0,1.5,4.0,$703.00,4,1125,10
9269,2,1.0,1.0,1.0,$801.00,3,1124,27
9270,4,2.0,1.0,2.0,$998.00,7,1125,0
9271,3,1.0,1.0,1.0,$801.00,2,10,11
9272,2,1.0,1.0,1.0,$703.00,2,1125,4
9273,4,3.0,1.0,2.0,$998.00,4,14,57
9274,2,1.0,1.0,1.0,$427.00,1,1125,2
9275,4,2.0,1.0,2.0,$985.00,1,1125,0
9276,5,2.0,1.0,6.0,$900.00,1,30,81
9277,2,1.0,1.0,1.0,$348.00,2,1125,10
9278,2,1.0,1.0,1.0,$250.00,5,1125,9
9279,2,1.0,1.0,1.0,$499.00,3,20,3
9280,2,1.0,1.0,1.0,$433.00,2,1125,4
9281,3,1.0,1.0,1.0,$493.00,2,1125,11
9282,2,1.0,1.0,1.0,$545.00,2,20,10
9283,2,1.0,1.0,1.0,$532.00,3,7,18
9284,4,2.0,1.0,2.0,$854.00,2,1125,11
9285,2,1.0,1.0,1.0,$749.00,15,15,3
9286,2,4.0,1.0,1.0,$847.00,7,14,1
9287,4,2.0,1.0,2.0,$801.00,3,1125,19
9288,1,1.0,1.0,1.0,$230.00,5,40,3
9289,5,2.0,1.0,4.0,$598.00,1,1125,0
9290,4,4.0,1.0,5.0,$998.00,4,1125,14
9291,4,3.0,1.0,4.0,$525.00,2,1125,2
9292,3,1.0,1.0,2.0,"$1,497.00",1,1125,2
9293,6,3.0,1.0,3.0,$952.00,1,1125,7
9294,2,1.0,1.0,1.0,$342.00,4,60,14
9295,6,3.0,1.0,6.0,$998.00,3,1125,8
9296,6,3.0,1.0,3.0,"$1,951.00",1,1125,5
9297,4,1.0,1.0,1.0,$493.00,3,15,32
9298,4,2.0,1.5,2.0,$998.00,7,1125,0
9299,3,1.0,1.0,1.0,$847.00,1,1125,1
9300,8,4.0,1.0,6.0,"$1,202.00",3,30,8
9301,2,1.0,1.0,1.0,$473.00,3,1125,9
9302,4,3.0,1.0,3.0,$598.00,5,1125,2
9303,3,1.0,1.0,1.0,$539.00,1,1125,4
9304,4,2.0,1.0,4.0,$998.00,4,1125,46
9305,5,4.0,1.0,6.0,"$1,497.00",3,1125,4
9306,2,1.0,1.0,1.0,$670.00,3,30,18
9307,2,1.0,1.0,1.0,$401.00,3,20,13
9308,2,2.0,2.0,2.0,"$1,202.00",5,21,0
9309,2,1.0,1.0,1.0,$998.00,1,1125,150
9310,3,2.0,1.0,4.0,$847.00,5,1125,7
9311,5,2.0,1.0,3.0,$565.00,5,6,0
9312,3,1.0,1.0,1.0,$998.00,5,100,4
9313,4,1.0,1.0,2.0,$598.00,2,1125,9
9314,4,1.0,1.0,4.0,$828.00,4,7,9
9315,4,2.0,1.0,2.0,$335.00,1,1125,3
9316,2,1.0,1.0,1.0,$598.00,1,1125,39
9317,5,2.0,1.0,2.0,"$1,097.00",10,1125,0
9318,4,3.0,1.0,4.0,$512.00,1,1125,3
9319,4,2.0,1.0,2.0,$650.00,4,1125,1
9320,4,2.0,1.0,2.0,$900.00,3,1125,0
9321,5,1.0,1.0,1.0,$801.00,1,1125,1
9322,2,1.0,1.0,1.0,$900.00,3,100,11
9323,4,2.0,1.0,4.0,$453.00,1,1125,0
9324,4,2.0,1.0,4.0,$893.00,5,1125,2
9325,4,1.0,1.0,2.0,$801.00,3,30,9
9326,4,1.0,1.0,2.0,$598.00,2,1125,7
9327,2,1.0,1.0,1.0,$401.00,2,1125,1
9328,4,1.0,1.0,4.0,$801.00,2,20,26
9329,4,2.0,1.0,3.0,$552.00,2,1125,4
9330,3,1.0,1.0,1.0,$617.00,4,1125,13
9331,2,1.0,1.0,1.0,$177.00,2,1125,3
9332,2,1.0,1.0,1.0,$552.00,6,20,15
9333,6,4.0,1.5,5.0,"$1,103.00",4,1125,14
9334,5,2.0,1.0,3.0,$900.00,3,7,16
9335,3,1.0,1.0,1.0,"$1,051.00",3,9999,11
9336,2,1.0,1.0,1.0,$998.00,2,1125,21
9337,3,1.0,1.0,2.0,$499.00,2,1125,1
9338,3,1.0,1.0,1.0,$499.00,1,1125,0
9339,2,1.0,1.5,1.0,$499.00,1,1125,231
9340,2,1.0,1.0,1.0,$499.00,3,1125,23
9341,3,0.0,1.0,1.0,$374.00,3,7,2
9342,3,1.0,1.0,1.0,$598.00,5,1125,34
9343,4,1.0,1.0,1.0,$447.00,5,1125,1
9344,2,1.0,1.0,1.0,$650.00,2,1125,11
9345,4,3.0,1.0,3.0,$499.00,2,90,2
9346,2,1.0,1.0,1.0,$302.00,2,7,31
9347,4,1.0,1.0,1.0,$499.00,2,1125,3
9348,2,1.0,1.0,1.0,$348.00,14,24,0
9349,7,4.0,2.0,4.0,"$2,200.00",6,1125,18
9350,2,1.0,1.5,1.0,$151.00,3,1125,21
9351,2,1.0,1.0,1.0,$328.00,4,4,0
9352,4,2.0,1.0,4.0,$650.00,3,13,11
9353,2,1.0,1.0,1.0,$998.00,2,45,23
9354,5,2.0,2.0,2.0,$828.00,7,1125,1
9355,2,1.0,1.0,1.0,$598.00,10,1125,1
9356,3,2.0,1.0,2.0,$952.00,4,7,3
9357,2,2.0,1.0,1.0,$696.00,200,1125,1
9358,1,1.0,1.0,1.0,$190.00,3,1125,1
9359,2,2.0,1.0,1.0,$250.00,5,1125,1
9360,3,2.0,1.0,2.0,"$1,202.00",3,30,11
9361,2,1.0,1.0,1.0,$282.00,3,999,6
9362,2,1.0,1.0,1.0,$650.00,1,1125,5
9363,2,1.0,1.0,1.0,$302.00,3,999,25
9364,4,2.0,1.0,3.0,$722.00,3,25,2
9365,2,1.0,1.0,1.0,$407.00,4,7,60
9366,2,0.0,1.0,1.0,$650.00,3,1125,37
9367,4,3.0,1.0,3.0,$749.00,5,1125,2
9368,4,2.0,1.0,2.0,$578.00,2,1125,9
9369,6,3.0,1.0,6.0,"$1,202.00",6,1125,0
9370,3,0.0,1.0,3.0,$401.00,1,1125,14
9371,5,3.0,1.0,5.0,$729.00,5,7,9
9372,2,1.0,1.0,1.0,$499.00,2,1125,28
9373,3,1.0,1.0,1.0,$348.00,5,21,7
9374,3,2.0,1.0,3.0,$867.00,2,1125,48
9375,2,1.0,1.0,1.0,$499.00,1,1125,20
9376,2,1.0,1.0,1.0,$302.00,1,1125,4
9377,2,1.0,1.0,1.0,$302.00,1,1125,0
9378,4,2.0,1.0,2.0,$578.00,3,1125,7
9380,4,2.0,1.0,1.0,$900.00,5,1125,3
9381,4,1.0,1.0,3.0,$657.00,1,1125,1
9382,3,2.0,1.0,1.0,$650.00,2,1125,11
9383,6,3.0,2.5,6.0,"$4,203.00",4,60,16
9384,4,2.0,1.0,2.0,$847.00,1,1125,0
9385,4,1.0,1.0,2.0,$466.00,6,30,4
9386,8,3.0,1.0,4.0,"$1,990.00",1,21,1
9387,2,1.0,1.0,1.0,$230.00,1,1125,1
9388,5,3.0,1.0,4.0,"$1,202.00",4,14,8
9389,2,1.0,1.0,1.0,$453.00,2,1125,11
9390,4,3.0,1.0,4.0,"$1,300.00",5,1125,8
9391,4,1.0,1.0,2.0,"$1,202.00",5,62,11
9392,2,1.0,1.0,1.0,$447.00,2,4,1
9393,6,3.0,1.0,3.0,"$1,950.00",2,1125,32
9394,6,4.0,1.0,4.0,"$1,747.00",3,1125,5
9395,2,1.0,1.0,1.0,$348.00,1,1125,4
9396,4,1.0,1.0,2.0,$703.00,1,30,49
9397,6,3.0,1.0,6.0,$598.00,5,30,2
9398,3,1.0,1.0,1.0,$499.00,4,1125,13
9399,4,1.0,1.0,4.0,$598.00,3,1125,41
9400,4,1.0,1.0,1.0,$703.00,3,1125,1
9401,4,2.0,1.0,2.0,"$1,202.00",3,1125,19
9402,3,1.0,1.0,1.0,$650.00,2,6,1
9403,4,1.0,1.0,2.0,$900.00,3,7,7
9404,4,1.0,1.0,1.0,$558.00,6,29,1
9405,6,3.0,1.0,3.0,"$1,149.00",3,90,68
9406,2,1.0,1.0,1.0,$440.00,4,1125,43
9407,4,1.0,1.0,2.0,$499.00,3,1125,1
9408,5,2.0,1.0,2.0,$952.00,3,16,2
9409,3,1.0,1.0,2.0,$795.00,2,1125,48
9410,4,2.0,1.0,4.0,$900.00,2,1125,3
9411,5,3.0,1.0,3.0,"$1,209.00",2,1125,20
9412,4,1.0,1.0,2.0,$650.00,1,1125,1
9413,2,1.0,1.0,1.0,$473.00,3,25,7
9414,2,1.0,1.0,1.0,$401.00,1,1125,1
9415,2,1.0,1.0,1.0,$197.00,3,1124,24
9416,4,2.0,1.0,4.0,$952.00,2,14,4
9417,2,1.0,1.0,1.0,$499.00,6,1125,2
9418,4,1.0,1.0,2.0,$499.00,3,1125,5
9419,6,2.0,1.0,6.0,"$1,044.00",2,30,3
9420,4,2.0,1.0,2.0,"$1,399.00",4,1124,9
9421,4,2.0,1.0,3.0,"$1,648.00",3,1125,38
9422,2,1.0,1.5,2.0,$250.00,1,1125,1
9423,6,3.0,2.0,3.0,$998.00,4,21,4
9424,3,2.0,1.0,2.0,"$1,097.00",4,1125,18
9425,3,1.0,1.0,3.0,$499.00,6,31,4
9426,5,2.0,1.0,2.0,$972.00,3,10,2
9427,3,1.0,1.0,1.0,$315.00,2,17,11
9428,4,1.0,1.0,2.0,$552.00,4,20,6
9429,6,3.0,1.5,3.0,$749.00,3,8,29
9430,5,2.0,1.0,3.0,$998.00,2,20,0
9431,5,2.0,1.0,2.0,$801.00,1,1125,0
9432,4,3.0,1.0,4.0,$998.00,14,60,18
9433,4,2.0,1.0,2.0,$703.00,2,4,30
9434,2,1.0,1.0,1.0,$847.00,3,1125,1
9435,2,1.0,1.0,1.0,$401.00,3,21,94
9436,5,2.0,1.0,4.0,"$1,103.00",6,1125,4
9437,2,1.0,1.0,1.0,$749.00,2,1125,0
9438,2,1.0,1.0,2.0,$342.00,10,26,2
9439,4,1.0,1.0,2.0,$900.00,2,6,10
9440,2,1.0,1.0,1.0,$552.00,1,1125,0
9441,2,1.0,0.5,1.0,$499.00,2,14,62
9442,2,2.0,1.0,4.0,$801.00,2,10,4
9443,5,2.0,1.0,2.0,$696.00,2,1125,20
9444,6,3.0,1.5,4.0,"$2,449.00",2,1125,6
9445,3,1.0,1.0,3.0,$499.00,7,1125,0
9446,2,1.0,1.0,1.0,$598.00,1,30,118
9447,9,4.0,1.5,3.0,$847.00,5,1125,3
9448,2,2.0,1.0,1.0,$499.00,4,1125,2
9449,2,1.0,1.0,1.0,$466.00,2,30,4
9450,1,1.0,1.0,2.0,$243.00,2,1125,11
9451,2,0.0,1.0,1.0,$407.00,2,1125,7
9452,4,2.0,1.5,3.0,$998.00,3,20,0
9453,2,1.0,1.0,2.0,$453.00,2,1125,16
9454,4,3.0,1.0,3.0,$722.00,1,1125,0
9455,2,1.0,1.0,1.0,$900.00,4,30,36
9456,6,1.0,1.0,3.0,"$1,491.00",2,1125,33
9457,6,3.0,1.0,4.0,$663.00,6,1125,1
9458,4,2.0,1.0,2.0,$696.00,5,14,2
9459,6,3.0,1.5,4.0,"$3,001.00",1,1125,24
9460,3,1.0,1.0,2.0,$473.00,2,1125,35
9461,3,2.0,1.0,2.0,"$1,110.00",5,1124,6
9462,3,1.0,1.0,2.0,$558.00,3,18,29
9463,5,4.0,1.0,4.0,$952.00,3,1125,1
9464,2,2.0,1.0,2.0,$801.00,1,1125,0
9465,3,2.0,1.0,3.0,$801.00,2,1125,2
9466,4,1.0,1.0,1.0,$401.00,7,20,1
9467,3,2.0,1.0,3.0,$920.00,5,1125,0
9468,4,1.0,1.0,2.0,$749.00,3,1125,8
9469,2,1.0,1.0,2.0,$749.00,3,1125,17
9470,4,3.0,1.0,6.0,$900.00,2,1125,0
9471,1,1.0,1.0,1.0,$348.00,1,1125,0
9472,4,3.0,1.5,4.0,$900.00,7,14,0
9473,5,2.0,1.0,2.0,$676.00,4,7,0
9474,4,1.0,0.5,3.0,$552.00,7,42,2
9475,2,1.0,1.0,1.0,$558.00,3,1125,32
9476,5,1.0,1.0,1.0,$703.00,4,1125,27
9477,2,0.0,1.0,1.0,$952.00,3,1125,19
9478,6,3.0,1.0,3.0,$998.00,4,1125,6
9479,4,2.0,1.0,2.0,$499.00,2,7,2
9480,4,2.0,1.0,2.0,$558.00,3,1125,1
9481,2,1.0,1.0,1.0,$453.00,2,1125,22
9482,5,2.0,1.0,5.0,$532.00,2,1125,5
9483,4,1.0,1.0,2.0,$690.00,1,1125,1
9484,4,2.0,1.0,4.0,"$1,898.00",6,31,37
9485,4,2.0,1.5,2.0,$847.00,2,1125,2
