,accommodates,bedrooms,bathrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews
21281,5,3.0,1.0,4.0,$998.00,3,1125,6
21282,2,1.0,1.0,1.0,$322.00,1,6,39
21283,5,3.0,1.0,5.0,$703.00,5,1125,6
21284,3,1.0,1.0,2.0,$479.00,2,1125,21
21285,6,2.0,1.0,3.0,$479.00,4,1125,2
21286,2,1.0,1.0,1.0,$598.00,1,1125,3
21287,2,0.0,1.0,1.0,$663.00,2,1125,41
21288,3,1.0,1.0,2.0,$499.00,2,30,11
21289,5,3.0,1.5,5.0,$479.00,5,1125,2
21290,2,1.0,1.0,1.0,$703.00,5,21,5
21291,4,1.0,1.0,4.0,$893.00,3,1125,2
21292,2,1.0,1.0,1.0,$749.00,4,1125,13
21293,2,1.0,1.0,1.0,$453.00,2,1125,5
21294,4,2.0,1.0,2.0,$913.00,3,7,12
21295,6,3.0,2.0,6.0,$401.00,7,21,2
21296,3,1.0,1.0,1.0,$499.00,5,1125,0
21297,4,2.0,1.0,2.0,$598.00,2,1124,11
21298,4,1.0,1.0,2.0,$900.00,5,1125,1
21299,3,2.0,1.0,3.0,$598.00,5,1125,6
21300,3,0.0,1.0,2.0,$499.00,2,112,17
21301,2,1.0,1.0,1.0,$847.00,3,14,8
21302,4,2.0,1.0,2.0,$900.00,5,23,1
21303,3,2.0,1.5,2.0,$709.00,2,3,25
21304,3,1.0,1.0,2.0,"$1,110.00",3,70,26
21305,8,4.0,2.5,4.0,"$2,948.00",3,1125,0
21306,2,1.0,1.0,1.0,$453.00,2,1125,34
21307,2,1.0,1.0,2.0,$499.00,2,1125,0
21308,2,1.0,1.0,2.0,$499.00,5,9,1
21309,4,2.0,1.0,2.0,"$1,497.00",3,1125,10
21310,4,1.0,1.0,1.0,"$1,202.00",7,30,4
21311,3,2.0,1.0,2.0,$900.00,5,30,10
21312,2,1.0,1.0,1.0,$630.00,2,1125,14
21313,4,1.0,0.5,4.0,$598.00,5,8,0
21314,4,1.0,1.0,3.0,$992.00,3,9,3
21315,2,1.0,1.0,1.0,$650.00,2,1125,6
21316,4,1.0,1.0,4.0,$499.00,7,1125,0
21317,4,2.0,1.0,2.0,$998.00,2,1125,8
21318,6,3.0,1.0,3.0,"$2,298.00",4,1125,7
21319,6,3.0,1.0,3.0,$972.00,3,1125,11
21320,4,2.0,1.0,4.0,$893.00,5,1124,5
21321,6,2.0,1.0,6.0,"$1,103.00",1,1125,0
21322,4,2.0,1.0,4.0,$801.00,5,14,10
21323,2,1.0,1.0,1.0,$900.00,4,1120,3
21324,2,1.0,1.0,1.0,$703.00,3,30,15
21325,4,1.0,1.0,2.0,"$1,071.00",1,1125,6
21326,3,2.0,1.0,3.0,$598.00,3,1125,5
21327,2,1.0,1.0,1.0,$801.00,4,14,4
21328,4,2.0,1.0,3.0,$788.00,4,30,4
21329,6,3.0,1.0,3.0,"$1,497.00",3,1125,0
21330,4,1.0,1.0,2.0,$952.00,2,14,24
21331,4,2.0,1.0,2.0,$703.00,1,1125,18
21332,2,1.0,1.0,1.0,$453.00,2,100,3
21333,2,1.0,1.0,1.0,$598.00,2,6,7
21334,4,2.0,1.0,3.0,"$1,602.00",3,90,16
21335,4,2.0,2.0,2.0,"$1,051.00",2,1125,17
21336,4,2.0,1.0,2.0,"$1,983.00",2,1125,10
21337,2,1.0,1.0,2.0,$342.00,3,1125,25
21338,8,4.0,1.0,8.0,$998.00,2,8,1
21339,2,1.0,1.0,1.0,"$1,497.00",3,7,0
21340,2,1.0,1.0,3.0,$630.00,3,7,3
21341,4,2.0,1.0,3.0,$479.00,4,24,4
21342,2,1.0,1.0,1.0,$525.00,1,1125,1
21343,2,1.0,1.0,1.0,$749.00,3,14,3
21344,1,1.0,1.0,1.0,$552.00,1,1125,19
21345,1,1.0,1.0,1.0,$302.00,2,30,5
21346,2,1.0,1.0,1.0,"$1,602.00",1,120,9
21347,5,2.0,1.0,3.0,"$2,397.00",1,1125,13
21348,2,1.0,1.0,2.0,$499.00,2,1125,0
21349,3,1.0,1.0,1.0,$348.00,5,1125,3
21350,5,2.0,1.0,2.0,$558.00,5,1125,0
21351,2,1.0,1.0,2.0,$900.00,1,10,1
21352,2,1.0,1.0,2.0,$453.00,4,1125,20
21353,4,2.0,1.0,2.0,"$1,497.00",1,1125,4
21354,3,2.0,1.0,3.0,$499.00,6,13,0
21355,6,3.0,1.0,6.0,"$1,497.00",7,28,0
21356,2,1.0,1.0,2.0,$749.00,4,1125,14
21357,3,2.0,1.0,1.0,$801.00,1,1125,3
21358,2,1.0,1.0,2.0,$342.00,3,10,3
21359,1,1.0,1.0,1.0,$703.00,7,28,2
21360,4,2.0,1.5,2.0,"$2,397.00",7,34,0
21361,10,6.0,1.0,10.0,"$1,346.00",5,21,0
21362,2,1.0,1.0,1.0,$493.00,1,1125,12
21363,5,4.0,2.0,5.0,"$1,202.00",5,13,0
21364,2,1.0,1.0,1.0,$217.00,1,1125,0
21365,1,1.0,1.0,1.0,$598.00,3,14,0
21366,2,0.0,1.0,1.0,$703.00,2,21,1
21367,2,1.0,1.0,1.0,$703.00,3,13,0
21368,2,0.0,1.0,1.0,$499.00,2,1125,11
21369,4,1.0,1.0,1.0,"$1,103.00",2,1125,13
21370,4,2.0,1.0,2.0,$749.00,4,6,3
21371,4,2.0,1.0,2.0,$598.00,2,14,9
21372,2,1.0,1.0,1.0,"$1,149.00",2,1125,17
21373,5,2.0,1.0,3.0,$493.00,5,21,0
21374,4,1.0,1.5,5.0,$598.00,3,20,11
21375,4,2.0,1.0,2.0,$401.00,1,1125,1
21376,2,1.0,1.0,1.0,$952.00,3,1125,2
21377,2,0.0,1.0,1.0,$552.00,3,30,12
21378,2,1.0,1.0,1.0,$650.00,2,13,1
21379,6,3.0,1.0,3.0,"$1,051.00",6,14,0
21380,4,2.0,1.0,4.0,$847.00,4,1125,0
21381,5,2.0,1.0,5.0,$998.00,3,1120,3
21382,4,2.0,1.0,1.0,$998.00,5,1125,15
21383,2,1.0,1.0,1.0,$801.00,3,60,4
21384,2,1.0,1.0,1.0,$493.00,1,1125,9
21385,4,1.0,1.0,2.0,$552.00,5,1125,1
21386,2,1.0,1.0,1.0,$552.00,2,10,9
21387,2,1.0,1.0,2.0,$998.00,2,14,8
21388,2,1.0,1.0,1.0,$703.00,3,14,3
21389,4,3.0,1.0,2.0,$578.00,2,30,2
21390,2,1.0,1.0,2.0,$302.00,2,30,3
21391,4,1.0,1.0,4.0,$499.00,6,25,0
21392,6,3.0,2.0,3.0,"$1,189.00",3,10,9
21393,4,2.0,1.0,1.0,$552.00,5,1125,2
21394,4,1.0,1.0,2.0,$893.00,3,21,16
21395,2,1.0,1.0,1.0,$998.00,2,1125,3
21396,4,2.0,1.0,2.0,"$1,182.00",1,1125,46
21397,2,1.0,1.0,1.0,$696.00,3,28,4
21398,3,2.0,1.0,2.0,$650.00,7,1125,0
21399,4,2.0,1.0,2.0,$900.00,4,1125,5
21400,2,1.0,1.0,1.0,$499.00,3,7,23
21401,4,2.0,1.0,3.0,$998.00,2,1125,1
21402,4,2.0,1.0,2.0,"$1,333.00",1,1125,39
21403,4,3.0,1.0,3.0,"$1,497.00",2,60,2
21404,6,3.0,1.0,4.0,"$1,497.00",3,31,6
21405,2,1.0,1.0,1.0,$749.00,3,1125,3
21406,2,1.0,1.0,1.0,$709.00,1,1125,0
21407,4,1.0,1.0,2.0,$703.00,3,5,2
21408,2,1.0,1.0,1.0,$473.00,2,1125,0
21409,2,1.0,1.0,1.0,$979.00,1,1125,0
21410,3,2.0,2.0,2.0,"$1,484.00",3,30,14
21411,3,1.0,1.0,1.0,$742.00,4,1125,2
21412,4,1.0,1.0,4.0,$499.00,3,8,5
21413,6,3.0,3.0,3.0,"$1,451.00",6,31,0
21414,2,1.0,1.0,1.0,$998.00,1,30,16
21415,2,1.0,1.0,1.0,$394.00,2,1125,47
21416,4,2.0,1.0,2.0,$847.00,2,1125,45
21417,6,4.0,1.0,5.0,"$1,248.00",3,21,6
21418,2,1.0,1.0,1.0,$493.00,4,14,1
21419,4,2.0,1.0,2.0,"$1,602.00",2,1124,6
21420,6,2.0,1.0,4.0,"$2,042.00",3,1125,16
21421,4,1.0,1.0,2.0,$900.00,1,1125,5
21422,2,1.0,1.0,1.0,"$1,110.00",2,1125,13
21423,3,1.0,1.0,2.0,$749.00,10,21,3
21424,4,2.0,1.0,4.0,"$1,497.00",3,15,1
21425,4,3.0,1.0,3.0,"$1,123.00",1,1125,0
21426,5,2.0,1.0,3.0,"$1,038.00",1,1125,4
21427,6,3.0,1.0,6.0,"$1,399.00",3,1125,1
21428,1,1.0,2.5,1.0,$250.00,15,23,0
21429,5,2.0,1.5,4.0,$755.00,3,21,2
21430,4,1.0,1.0,4.0,$598.00,4,7,0
21431,6,3.0,1.0,6.0,"$1,800.00",2,7,4
21432,2,1.0,1.0,1.0,$998.00,2,1125,21
21433,4,2.0,1.0,5.0,$788.00,3,1125,2
21434,3,1.0,1.0,3.0,$703.00,2,7,4
21435,4,2.0,1.0,4.0,$749.00,5,14,1
21436,3,1.0,1.0,1.0,$401.00,6,1125,9
21437,2,2.0,1.0,2.0,$847.00,5,1125,4
21438,6,4.0,1.0,6.0,"$1,202.00",3,1125,3
21439,2,1.0,1.0,1.0,$998.00,3,1125,0
21440,3,1.0,1.0,2.0,$801.00,1,1125,1
21441,4,1.0,1.0,4.0,$499.00,3,1125,4
21442,4,2.0,1.0,2.0,$598.00,4,1125,1
21443,2,1.0,1.0,1.0,$493.00,4,60,13
21444,4,1.0,1.0,5.0,$420.00,4,7,4
21445,3,2.0,1.0,2.0,"$1,812.00",1,1125,0
21446,3,1.0,1.0,2.0,$952.00,2,7,11
21447,2,0.0,1.0,1.0,$598.00,5,12,1
21448,4,2.0,1.5,2.0,"$1,399.00",2,1124,2
21449,4,2.0,1.0,2.0,$998.00,1,1125,3
21450,2,0.0,1.5,2.0,$499.00,2,1125,14
21451,4,2.0,1.0,4.0,$998.00,7,14,0
21452,2,1.0,1.0,1.0,$650.00,2,21,8
21453,2,1.0,1.0,1.0,$703.00,9,1125,10
21454,4,2.0,1.0,2.0,"$1,530.00",1,1125,1
21455,3,1.0,1.0,2.0,$499.00,1,1125,45
21456,3,1.0,1.0,1.0,$749.00,5,28,8
21457,2,1.0,1.0,1.0,$388.00,1,1125,1
21458,7,3.0,1.0,4.0,$703.00,2,1125,5
21459,3,2.0,1.0,4.0,"$1,353.00",4,90,7
21460,2,1.0,1.0,1.0,$499.00,2,1125,5
21461,2,1.0,1.0,1.0,$322.00,2,30,1
21462,8,3.0,1.0,8.0,"$1,497.00",1,1125,24
21463,2,1.0,1.0,1.0,$650.00,1,1125,15
21464,8,4.0,1.0,4.0,"$1,392.00",2,1125,0
21465,4,1.0,1.0,4.0,$696.00,3,1125,0
21466,3,1.0,1.0,3.0,$992.00,5,1125,0
21467,2,1.0,1.0,1.0,$578.00,2,1125,0
21468,3,1.0,1.0,3.0,$998.00,2,7,4
21469,4,2.0,1.0,4.0,"$1,300.00",5,60,9
21470,4,2.0,1.0,1.0,"$1,149.00",5,14,0
21471,5,2.0,2.0,2.0,"$1,202.00",2,1125,0
21472,3,1.0,1.0,2.0,$453.00,2,7,15
21473,2,1.0,1.0,2.0,$650.00,3,21,10
21474,6,3.0,1.5,3.0,"$2,502.00",2,1125,2
21475,2,1.0,1.0,4.0,$650.00,6,1125,4
21476,2,1.0,1.0,4.0,$985.00,14,365,0
21477,4,2.0,1.0,2.0,"$1,051.00",2,6,2
21478,4,1.0,1.5,4.0,$749.00,2,14,20
21479,4,1.0,1.0,4.0,$985.00,14,365,0
21480,3,1.0,1.0,3.0,"$1,603.00",2,1125,0
21481,5,2.0,1.0,3.0,$913.00,1,1125,36
21482,6,2.0,1.0,3.0,$749.00,4,1124,4
21483,2,1.0,1.0,1.0,$650.00,4,30,0
21484,2,1.0,1.0,1.0,"$1,182.00",1,1125,24
21485,2,1.0,1.0,1.0,$499.00,1,1125,2
21486,2,1.0,1.0,1.0,$978.00,2,14,11
21487,6,4.0,1.0,5.0,"$1,202.00",2,20,2
21488,2,0.0,1.0,1.0,$368.00,4,1125,6
21489,2,1.0,1.0,1.0,$374.00,3,1125,4
21490,5,3.0,1.0,4.0,$847.00,4,1125,1
21491,2,1.0,1.0,1.0,$749.00,2,1125,25
21492,5,2.0,1.0,3.0,"$1,379.00",3,1125,20
21493,2,1.0,1.0,2.0,$401.00,2,1125,5
21494,5,1.0,1.0,4.0,$532.00,4,1125,17
21495,2,1.0,1.0,2.0,$282.00,5,5,8
21496,6,2.0,1.0,1.0,$952.00,3,6,1
21497,5,2.0,1.0,5.0,"$1,097.00",4,1125,2
21498,6,3.0,2.0,4.0,"$1,300.00",4,1125,7
21499,2,2.0,1.0,2.0,$703.00,4,1125,1
21500,6,3.0,1.0,3.0,$263.00,1,20,33
21501,2,2.0,1.0,4.0,$230.00,5,31,4
21502,2,1.0,1.0,1.0,$611.00,5,1125,5
21503,2,1.0,1.0,1.0,$381.00,6,14,5
21504,2,1.0,1.0,1.0,$847.00,1,30,3
21505,2,3.0,1.0,1.0,$598.00,2,22,10
21506,4,2.0,1.0,4.0,$749.00,4,14,2
21507,6,3.0,2.5,4.0,"$1,353.00",5,30,0
21508,7,3.0,2.0,3.0,"$1,097.00",4,12,1
21509,2,1.0,1.0,1.0,$493.00,7,1125,4
21510,6,3.0,1.0,5.0,"$1,182.00",2,1125,4
21511,2,1.0,1.0,1.0,$650.00,7,42,5
21512,2,1.0,1.0,1.0,$624.00,10,1125,0
21513,6,4.0,1.0,5.0,$749.00,4,30,6
21514,3,2.0,1.0,2.0,$598.00,4,21,9
21515,4,3.0,1.0,4.0,$998.00,5,1125,2
21516,2,1.0,1.0,1.0,$650.00,4,1125,5
21517,2,1.0,1.0,2.0,$499.00,4,14,6
21518,2,1.0,1.0,1.0,$650.00,4,1125,4
21519,2,1.0,1.0,2.0,$493.00,2,1125,2
21520,4,2.0,1.0,4.0,"$1,103.00",4,30,6
21521,5,3.0,1.0,3.0,$657.00,1,1125,6
21522,2,1.0,1.0,1.0,$348.00,1,1125,24
21523,2,1.0,1.0,1.0,$223.00,14,1125,5
21524,6,3.0,2.0,4.0,$998.00,7,1125,1
21525,5,2.0,1.0,1.0,"$1,202.00",2,20,4
21526,2,1.0,1.0,1.0,$598.00,30,1125,1
21527,4,2.0,1.0,5.0,"$1,202.00",3,1125,8
21528,4,1.0,1.0,4.0,$801.00,6,21,1
21529,4,1.0,1.0,1.0,"$1,248.00",4,35,6
21530,4,1.0,1.0,4.0,$703.00,2,6,10
21531,2,1.0,1.0,1.0,$499.00,5,10,0
21532,4,2.0,1.0,3.0,$900.00,3,7,0
21533,2,1.0,1.0,2.0,$388.00,3,1125,5
21534,2,1.0,1.0,1.0,$250.00,2,7,1
21535,2,1.0,1.0,1.0,$401.00,3,11,0
21536,4,2.0,1.0,4.0,$998.00,2,1125,3
21537,3,1.0,1.0,2.0,$453.00,6,1125,6
21538,5,2.0,1.0,2.0,$801.00,7,14,0
21539,4,2.0,1.0,4.0,$952.00,2,1125,35
21540,4,2.0,1.0,2.0,$998.00,2,10,12
21541,2,1.0,1.0,2.0,$650.00,3,1125,11
21542,2,1.0,1.0,1.0,$486.00,3,1125,8
21543,3,1.0,1.0,2.0,$598.00,6,10,1
21544,1,1.0,1.0,1.0,$296.00,3,1125,1
21545,5,2.0,1.0,2.0,"$2,003.00",2,30,6
21546,2,1.0,1.0,2.0,$598.00,2,15,11
21547,2,1.0,1.0,2.0,$637.00,5,7,10
21548,5,2.0,1.0,5.0,$979.00,2,1125,6
21549,4,1.0,1.0,2.0,"$1,051.00",7,1125,0
21550,1,1.0,1.0,1.0,$302.00,1,30,11
21551,5,3.0,1.5,5.0,$998.00,4,14,0
21552,6,2.0,1.0,6.0,"$1,799.00",3,40,7
21553,4,2.0,1.0,2.0,$499.00,2,1125,13
21554,2,1.0,1.0,1.0,$703.00,1,1125,18
21555,2,1.0,1.0,1.0,$256.00,2,1125,3
21556,4,2.0,1.0,2.0,$598.00,1,20,8
21557,4,1.0,1.0,3.0,"$1,970.00",1,1125,4
21558,4,1.0,1.0,5.0,$900.00,6,90,1
21559,2,1.0,1.0,1.0,"$1,497.00",5,1125,13
21560,4,1.0,1.0,4.0,$900.00,1,7,13
21561,4,2.0,1.0,5.0,$900.00,3,1125,0
21562,3,1.0,1.0,3.0,$598.00,2,1125,8
21563,2,1.0,1.0,1.0,$420.00,3,18,0
21564,2,1.0,1.0,1.0,$604.00,3,7,9
21565,4,2.0,1.0,2.0,$512.00,4,1124,7
21566,2,1.0,1.0,0.0,$998.00,3,1125,10
21567,3,2.0,1.0,3.0,$847.00,3,1125,19
21568,2,1.0,1.0,2.0,$847.00,4,21,7
21569,3,1.0,1.0,1.0,"$1,051.00",2,1125,24
21570,2,2.0,1.0,1.0,$598.00,3,1125,20
21571,2,1.0,1.0,1.0,$952.00,2,1125,13
21572,5,1.0,1.0,5.0,"$1,149.00",1,14,3
21573,4,1.0,1.0,2.0,"$1,202.00",5,1125,0
21574,4,1.0,1.0,1.0,$749.00,30,1125,3
21575,4,1.0,1.0,2.0,$801.00,27,37,8
21576,6,2.0,1.0,6.0,"$1,497.00",2,1125,2
21577,6,2.0,1.0,6.0,"$1,300.00",5,7,1
21578,6,4.0,2.0,6.0,$571.00,10,1125,5
21579,3,2.0,1.0,3.0,$900.00,3,7,1
21580,5,3.0,1.5,5.0,$998.00,4,45,1
21581,2,2.0,1.0,2.0,$900.00,4,7,8
21582,4,2.0,1.0,4.0,$998.00,3,4,1
21583,4,2.0,1.5,2.0,"$6,501.00",2,90,0
21584,6,2.0,1.0,2.0,"$1,491.00",3,31,2
21585,1,1.0,1.0,1.0,$348.00,7,1125,15
21586,2,2.0,1.0,1.0,$992.00,1,1125,0
21587,4,1.0,1.0,2.0,$545.00,4,4,3
21588,7,2.0,1.0,2.0,"$3,001.00",4,1125,18
21589,4,2.0,1.0,4.0,$998.00,2,14,5
21590,4,1.0,1.0,2.0,$473.00,2,1125,9
21591,2,0.0,1.0,1.0,$453.00,2,1125,23
21592,2,1.0,1.0,1.0,$420.00,1,3,3
21593,2,1.0,1.0,1.0,$847.00,4,4,16
21594,4,0.0,1.0,2.0,$992.00,2,8,0
21595,6,4.0,1.5,8.0,$552.00,21,1125,3
21596,3,2.0,1.0,3.0,$493.00,2,40,17
21597,2,1.0,1.0,1.0,$361.00,2,30,17
21598,4,1.0,1.0,2.0,$401.00,5,40,3
21599,4,1.0,1.0,4.0,$703.00,5,7,12
21600,5,2.0,1.0,4.0,$841.00,7,20,3
21601,3,1.0,1.0,3.0,$401.00,2,8,7
21602,4,2.0,1.0,3.0,$992.00,4,1125,6
21603,2,1.0,1.0,2.0,$801.00,3,1125,4
21604,2,1.0,1.0,1.0,"$1,156.00",1,1125,0
21605,4,2.0,1.0,4.0,$900.00,1,1125,3
21606,2,1.0,1.0,2.0,$893.00,5,30,1
21607,2,1.0,1.0,2.0,$598.00,1,7,8
21608,2,1.0,1.0,1.0,$309.00,2,18,17
21609,3,1.0,1.0,1.0,$683.00,2,1125,2
21610,4,3.0,1.0,1.0,$722.00,2,1125,6
21611,8,4.0,1.0,4.0,"$2,233.00",5,1125,0
21612,6,3.0,1.5,3.0,$998.00,2,1125,7
21613,1,1.0,1.0,1.0,$302.00,1,7,21
21614,5,1.0,1.0,5.0,"$1,248.00",1,14,2
21615,7,3.0,1.0,7.0,$591.00,4,1125,0
21616,2,1.0,1.0,2.0,$499.00,1,14,1
21617,2,1.0,1.0,2.0,$499.00,1,14,0
21618,4,2.0,1.0,4.0,$532.00,2,1125,12
21619,2,1.0,1.0,2.0,$499.00,1,14,0
21620,3,2.0,1.0,1.0,$302.00,2,1125,6
21621,2,1.0,1.0,1.0,$598.00,7,14,4
21622,2,1.0,1.0,1.0,$598.00,14,30,2
21623,2,1.0,1.0,1.0,$499.00,2,1125,20
21624,5,2.0,1.0,3.0,$499.00,1,30,0
21625,5,1.0,1.0,1.0,$473.00,4,1125,3
21626,6,2.0,1.0,6.0,$952.00,2,14,3
21627,2,1.0,1.0,1.0,$250.00,3,1125,6
21628,2,1.0,1.0,1.0,$348.00,7,46,4
21629,4,2.0,1.0,4.0,$499.00,3,14,3
21630,3,2.0,1.0,2.0,"$1,031.00",1,1125,11
21631,2,1.0,1.0,1.0,$545.00,4,31,4
21632,3,1.0,1.0,1.0,$998.00,2,1125,6
21633,2,1.0,1.0,1.0,$499.00,4,14,3
21634,4,2.0,1.0,2.0,$499.00,2,14,16
21635,5,3.0,1.0,5.0,$998.00,1,1125,2
21636,3,1.0,1.0,1.0,$703.00,1,1125,20
21637,4,2.0,1.0,4.0,$683.00,5,1125,1
21638,2,1.0,1.0,2.0,$598.00,4,7,6
21639,2,0.0,1.0,1.0,$335.00,1,65,20
21640,2,1.0,1.0,1.0,$302.00,1,20,1
21641,2,1.0,1.0,2.0,$650.00,3,50,7
21642,2,1.0,1.0,2.0,$847.00,3,7,3
21643,2,1.0,1.0,1.0,"$1,202.00",1,30,35
21644,2,1.0,1.0,1.0,$992.00,3,1125,31
21645,3,2.0,1.0,3.0,$453.00,14,22,6
21646,5,2.0,1.5,3.0,$749.00,3,20,2
21647,10,6.0,2.5,6.0,"$8,898.00",2,90,1
21648,6,2.0,2.0,6.0,$998.00,2,1125,0
21649,6,3.0,1.0,5.0,"$1,714.00",1,1125,5
21650,6,3.0,1.5,6.0,$952.00,5,30,0
21651,5,3.0,1.0,3.0,$571.00,4,1125,4
21652,2,1.0,2.0,1.0,$381.00,2,5,2
21653,4,1.0,1.0,3.0,$703.00,2,1125,3
21654,4,2.0,1.0,4.0,$617.00,4,12,3
21655,3,2.0,1.0,2.0,$749.00,2,1125,7
21656,4,2.0,1.0,2.0,$598.00,20,26,8
21657,3,1.0,1.0,3.0,$900.00,3,20,5
21658,3,2.0,1.0,2.0,$847.00,3,1125,1
21659,4,2.0,1.0,2.0,$598.00,3,1125,5
21660,2,1.0,1.0,2.0,$499.00,1,14,4
21661,4,1.0,1.0,2.0,$453.00,5,30,4
21662,2,1.0,1.0,1.0,$650.00,3,1125,1
21663,2,1.0,1.0,2.0,"$2,502.00",5,30,0
21664,6,2.0,1.0,7.0,$762.00,2,1125,21
21665,3,1.0,1.0,3.0,$525.00,1,1125,1
21666,2,1.0,1.0,1.0,$998.00,2,21,22
21667,2,1.0,1.0,2.0,$801.00,2,1125,10
21668,4,2.0,1.0,4.0,$447.00,2,1125,29
21669,4,2.0,1.0,2.0,$453.00,4,18,8
21670,5,3.0,2.0,3.0,$900.00,2,1125,8
21671,2,1.0,1.0,1.0,$341.00,2,1125,2
21672,3,1.0,1.0,2.0,$401.00,3,14,6
21673,8,4.0,1.5,4.0,"$3,382.00",1,1125,50
21674,4,1.0,1.0,1.0,$565.00,2,21,1
21675,4,1.0,1.0,4.0,"$1,117.00",5,1125,1
21676,4,2.0,1.0,4.0,$749.00,3,1125,3
21677,4,1.0,1.0,1.0,$598.00,1,1125,17
21678,2,1.0,1.0,1.0,$893.00,3,1125,0
21679,4,2.0,1.0,4.0,$801.00,4,1125,10
21680,2,1.0,1.0,1.0,$499.00,2,1125,17
21681,4,1.0,1.0,2.0,$499.00,2,1125,2
21682,4,2.0,1.0,4.0,$998.00,2,14,4
21683,2,1.0,1.0,2.0,"$1,202.00",2,21,7
21684,2,1.0,1.0,1.0,$683.00,3,1125,17
21685,2,1.0,1.0,1.0,$650.00,4,1125,2
21686,4,1.0,1.0,1.0,$263.00,3,1125,5
21687,1,1.0,1.0,1.0,$499.00,1,1125,2
21688,4,1.0,1.0,4.0,$900.00,3,13,0
21689,4,2.0,1.0,2.0,$598.00,4,1125,3
21690,4,3.0,1.0,4.0,"$1,202.00",1,1125,2
21691,2,1.0,1.0,2.0,$676.00,3,1125,6
21692,3,1.0,1.0,2.0,$598.00,3,1125,7
21693,2,1.0,1.0,1.0,$998.00,2,1125,19
21694,4,2.0,1.0,2.0,$998.00,5,1125,5
21695,6,3.0,2.0,4.0,$499.00,3,1125,11
21696,2,1.0,1.0,1.0,$591.00,4,1125,7
21697,4,1.0,1.0,1.0,$749.00,7,1125,1
21698,2,1.0,1.0,2.0,$499.00,2,1125,11
21699,3,0.0,1.0,2.0,$630.00,7,90,6
21700,4,1.0,1.0,2.0,$801.00,2,1125,12
21701,2,1.0,1.0,1.0,$801.00,3,1125,6
21702,4,2.0,1.5,2.0,"$3,001.00",3,30,0
21703,4,1.0,1.0,2.0,$598.00,1,7,24
21704,6,3.0,1.0,3.0,$801.00,2,7,7
21705,4,1.0,1.0,4.0,$900.00,3,10,6
21706,3,2.0,1.0,2.0,$598.00,2,1125,32
21707,4,1.0,1.0,4.0,$473.00,3,10,11
21708,6,3.0,1.0,3.0,$847.00,3,10,2
21709,3,1.0,1.0,1.0,$801.00,2,1125,10
21710,2,1.0,1.0,1.0,$519.00,4,1125,10
21711,2,1.0,1.0,2.0,$749.00,3,10,25
21712,2,1.0,1.0,2.0,$749.00,3,1125,6
21713,6,3.0,1.0,3.0,$302.00,5,14,8
21714,3,1.0,1.0,2.0,$499.00,6,60,6
21715,2,1.0,1.0,1.0,$998.00,2,1125,5
21716,2,1.0,1.0,1.0,$650.00,2,1125,9
21717,7,4.0,2.5,5.0,"$3,999.00",4,20,1
21718,4,2.0,0.5,4.0,$998.00,2,1125,10
21719,5,2.0,1.0,3.0,$801.00,4,1125,7
21720,2,1.0,1.0,1.0,$420.00,7,17,2
21721,3,2.0,1.0,2.0,$650.00,3,20,1
21722,2,1.0,1.0,1.0,$387.00,2,1125,0
21723,4,2.0,1.0,4.0,$998.00,1,1125,0
21724,5,1.0,1.0,4.0,$847.00,4,21,2
21725,4,2.0,1.0,4.0,"$1,103.00",2,7,13
21726,4,2.0,1.0,3.0,"$1,182.00",3,1125,10
21727,2,1.0,1.0,1.0,$499.00,1,1125,5
21728,1,1.0,1.0,1.0,$387.00,1,1125,15
21729,5,3.0,1.0,5.0,$998.00,3,1125,1
21730,5,2.0,1.0,4.0,$499.00,2,1122,3
21731,4,2.0,1.0,2.0,"$1,202.00",3,14,9
21732,4,2.0,1.0,2.0,"$1,267.00",1,1125,0
21733,2,1.0,1.0,1.0,$900.00,2,14,11
21734,6,3.0,1.0,3.0,$998.00,2,1125,3
21735,2,1.0,1.0,1.0,$499.00,1,14,5
21736,2,1.0,1.0,2.0,$998.00,1,7,12
21737,3,1.0,1.0,2.0,$499.00,3,1125,13
21738,3,1.0,1.0,3.0,$598.00,3,15,1
21739,4,2.0,1.0,3.0,$401.00,4,35,4
21740,6,3.0,1.0,3.0,"$1,202.00",3,1125,9
21741,4,3.0,1.0,3.0,"$1,202.00",1,1125,1
21742,2,1.0,1.0,1.0,$453.00,2,30,11
21743,6,3.0,2.0,3.0,"$1,648.00",4,10,1
21744,5,2.0,1.0,2.0,$722.00,3,15,1
21745,2,1.0,1.0,1.0,"$1,103.00",1,7,9
21746,2,1.0,1.0,1.0,$276.00,1,30,16
21747,2,1.0,1.0,2.0,$302.00,3,21,1
21748,4,3.0,1.5,2.0,$998.00,3,1125,4
21749,3,1.0,1.0,2.0,$401.00,5,1125,6
21750,4,2.0,1.0,2.0,$847.00,4,1125,12
21751,2,1.0,1.0,1.0,$453.00,3,1125,15
21752,2,1.0,1.0,1.0,$998.00,3,1125,4
21753,4,1.0,1.0,2.0,$650.00,3,1125,11
21754,3,1.0,1.0,3.0,$900.00,2,1125,6
21755,2,1.0,1.0,2.0,$788.00,7,14,4
21756,2,1.0,1.0,1.0,$282.00,1,10,10
21757,3,1.0,1.0,2.0,$532.00,6,10,10
21758,3,1.0,1.0,1.0,$650.00,3,1125,4
